family,seed,head,recording,subset,rows,target_benefit_mean,target_harm_mean,predicted_benefit_mean,predicted_harm_mean,benefit_mse,harm_mse,actual_net_gain_mean,predicted_net_gain_mean,positive_harm_fraction
transformer,43,ridge,eth_hotel,eligible_conservative,130,0.042549282293531665,0.3589439352063122,0.07211752816175039,0.0004181678478534405,0.025632479348771848,1.313527624757512,-0.3163946529127805,0.07169936031389695,0.5538461538461539
transformer,43,ridge,eth_hotel,eligible_moderate,213,0.02964746877845533,0.22336463114733704,0.05052603863424539,0.0011311039118699624,0.015966022211283407,0.8018521859368,-0.1937171623688817,0.049394934722375425,0.5915492957746479
transformer,43,ridge,ucy_zara01,all,2234,0.006527987819999753,0.07455955771403618,0.011853215018672503,0.22139105620988267,0.0016684303105904783,0.050203420208536825,-0.06803156989403643,-0.20953784119121016,0.8961504028648165
transformer,43,ridge,ucy_zara01,ridge_harm_clipped_to_zero,98,0.004492986642004808,0.0661050312064246,0.015868712397178217,0.0,0.0006090356872438847,0.008910998171758834,-0.061612044564419786,0.015868712397178217,0.8979591836734694
transformer,43,ridge,ucy_zara01,ridge_benefit_clipped_to_zero,270,0.0017350791565453013,0.06088003103792895,0.0,0.2356635226143731,0.00011714613965944077,0.06189881033625713,-0.059144951881383655,-0.2356635226143731,0.9444444444444444
transformer,43,ridge,ucy_zara01,eligible_conservative,39,0.004917166837586615,0.057948883139313415,0.03162716687298738,0.000303795704474816,0.0011442634096785044,0.007947232548594724,-0.053031716301726796,0.03132337116851257,0.8974358974358975
transformer,43,ridge,ucy_zara01,eligible_moderate,79,0.003869322016967838,0.06021391459051048,0.024891717618779292,0.002433782891382145,0.0008085581399198581,0.008672624289416786,-0.05634459257354264,0.022457934727397145,0.8860759493670886
transformer,43,ridge,ucy_zara02,all,5741,0.014639497486156583,0.9801683517662987,0.02108274675770086,0.8656962794764202,0.016906508005115072,1.0627708345306,-0.9655288542801421,-0.8446135327187194,0.9139522731231493
transformer,43,ridge,ucy_zara02,ridge_harm_clipped_to_zero,344,0.008956925114373092,0.7995185026124683,0.02187951461162938,0.0,0.0025110897146613407,1.262749159259742,-0.7905615774980952,0.02187951461162938,0.9273255813953488
transformer,43,ridge,ucy_zara02,ridge_benefit_clipped_to_zero,796,0.01947108000183733,2.3728255305243477,0.0,1.9211050891996029,0.049511784447687904,3.4366529159353374,-2.3533544505225104,-1.9211050891996029,0.9522613065326633
transformer,43,ridge,ucy_zara02,eligible_conservative,189,0.012151056194737081,0.7201544139794476,0.03668244495475419,0.0007348962561794059,0.004293328050484273,1.040298420341502,-0.7080033577847105,0.03594754869857478,0.9259259259259259
transformer,43,ridge,ucy_zara02,eligible_moderate,262,0.01043505103012746,0.7795587201570099,0.031707134698553165,0.0012986179981522889,0.003506720897102533,1.1788338019970546,-0.7691236691268823,0.03040851670040088,0.9274809160305344
